Analysis,ICPMS_connect,Sample,Mica_type,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,LiO2,Cl,F ,Total,"O=F,Cl_Wt%",Volatitle TOTAL_Wt%,SiO2_Mol Prop,TiO2_Mol Prop,Al2O3_Mol Prop,FeO_Mol Prop,MnO_Mol Prop,MgO_Mol Prop,CaO_Mol Prop,Na2O_Mol Prop,K2O_Mol Prop,LiO2_Mol Prop,Cl_Mol Prop,F_Mol Prop,SiO2_At Prop O,TiO2_At Prop O,Al2O3_At Prop O,FeO_At Prop O,MnO_At Prop O,MgO_At Prop O,CaO_At Prop O,Na2O_At Prop O,K2O_At Prop O,LiO2_At Prop O,Cl_At Prop O,F_At Prop O,Total_At Prop O,SiO2_No Anions,TiO2_No Anions,Al2O3_No Anions,FeO_No Anions,MnO_No Anions,MgO_No Anions,CaO_No Anions,Na2O_No Anions,K2O_No Anions,LiO2_No Anions,Cl_No Anions,F_No Anions,Total_No Anions,Si_,Ti_,Al_,Fe(ii)_,Mn_,Mg_,Ca_,Na_,K_,Li_,Cl_,F_,TOTAL_,Si_APFU,Al (IV)_APFU,Al (VI)_APFU,Ti_APFU,Fe(ii)_APFU,Mn_APFU,Mg_APFU,Ca_APFU,Na_APFU,K_APFU,Li_APFU,Cl_APFU,F_APFU,TOTAL_APFU,OH_APFU,XMg_APFU,Xsid_APFU,Xan_APFU,F/(F + OH)_APFU
01A06A_6,01A06A_t-29,01A06A,5,44.1868,0.3909,33.3809,1.6116,0.0661,1.6541,0,0.5343,9.7554,1.179153868,0.0019,0.4057,92.0188,0.171,91.848,0.735,0.005,0.327,0.022,0.001,0.041,0,0.009,0.104,0.03,0,0.021,1.471,0.01,0.982,0.022,0.001,0.041,0,0.009,0.104,0.061,0,0.021,2.711,11.938,0.079,7.971,0.182,0.008,0.333,0,0.07,0.84,0.492,0,0.173,8.116,5.969,0.04,5.314,0.182,0.008,0.333,0,0.14,1.681,0.246,0,0.173,13.912,5.969,2.031,3.283,0.04,0.182,0.008,0.333,0,0.14,1.681,0.246,0,0.173,13.912,3.826,0.086624396,0.979546308,-0.066170703,0.043328334
01A06A_7,01A06A_t-30,01A06A,5,44.0168,0.3638,33.5361,1.6696,0.0429,1.5983,0,0.5216,9.4677,1.407810001,0.0096,0.3686,91.6402,0.157,91.483,0.733,0.005,0.329,0.023,0.001,0.04,0,0.008,0.101,0.036,0,0.019,1.465,0.009,0.987,0.023,0.001,0.04,0,0.008,0.101,0.072,0,0.019,2.716,11.87,0.074,7.994,0.188,0.005,0.321,0,0.068,0.814,0.586,0.002,0.157,8.101,5.935,0.037,5.329,0.188,0.005,0.321,0,0.136,1.628,0.293,0.002,0.157,13.873,5.935,2.065,3.264,0.037,0.188,0.005,0.321,0,0.136,1.628,0.293,0.002,0.157,13.873,3.841,0.084204377,0.987112823,-0.0713172,0.039311746
01A06A_8,01A06A_t-27,01A06A,5,43.7172,0.2647,34.0887,1.4091,0.0781,1.3368,0,0.5792,10.0066,1.262961954,0.0024,0.3594,91.8726,0.152,91.721,0.728,0.003,0.334,0.02,0.001,0.033,0,0.009,0.106,0.032,0,0.019,1.455,0.007,1.003,0.02,0.001,0.033,0,0.009,0.106,0.065,0,0.019,2.709,11.82,0.054,8.146,0.159,0.009,0.269,0,0.076,0.863,0.527,0.001,0.154,8.122,5.91,0.027,5.431,0.159,0.009,0.269,0,0.152,1.726,0.263,0.001,0.154,13.946,5.91,2.09,3.341,0.027,0.159,0.009,0.269,0,0.152,1.726,0.263,0.001,0.154,13.946,3.846,0.070800373,1.015106666,-0.085907039,0.038413055
01A06A_9,01A06A_t-28,01A06A,5,44.5677,0.2658,34.0698,1.3337,0.0774,1.3101,0,0.6305,9.7365,1.031693485,0,0.3797,92.4398,0.16,92.28,0.742,0.003,0.334,0.019,0.001,0.033,0,0.01,0.103,0.026,0,0.02,1.484,0.007,1.002,0.019,0.001,0.033,0,0.01,0.103,0.053,0,0.02,2.721,11.994,0.054,8.104,0.15,0.009,0.263,0,0.082,0.836,0.428,0,0.162,8.084,5.997,0.027,5.403,0.15,0.009,0.263,0,0.164,1.671,0.214,0,0.162,13.898,5.997,2.003,3.399,0.027,0.15,0.009,0.263,0,0.164,1.671,0.214,0,0.162,13.898,3.838,0.068295997,1.006243635,-0.074539632,0.040388629
01A06A_10,01A06A_t-13,01A06A,5,44.673,0.3307,32.6958,1.7799,0.0864,1.7686,0,0.4537,9.5089,1.290755514,0,0.4203,91.7779,0.177,91.601,0.744,0.004,0.321,0.025,0.001,0.044,0,0.007,0.101,0.033,0,0.022,1.487,0.008,0.962,0.025,0.001,0.044,0,0.007,0.101,0.066,0,0.022,2.713,12.06,0.067,7.801,0.201,0.01,0.356,0,0.059,0.819,0.538,0,0.179,8.109,6.03,0.034,5.201,0.201,0.01,0.356,0,0.119,1.637,0.269,0,0.179,13.856,6.03,1.97,3.231,0.034,0.201,0.01,0.356,0,0.119,1.637,0.269,0,0.179,13.856,3.821,0.092898346,0.954077771,-0.046976116,0.044846951
01A06A_11,01A06A_t-13,01A06A,5,45.1129,0.3014,33.0109,1.7138,0.0954,1.8866,0,0.4577,9.6483,1.290755514,0.0063,0.5752,92.8519,0.244,92.608,0.751,0.004,0.324,0.024,0.001,0.047,0,0.007,0.102,0.033,0,0.03,1.502,0.008,0.971,0.024,0.001,0.047,0,0.007,0.102,0.066,0,0.03,2.744,12.041,0.061,7.787,0.191,0.011,0.375,0,0.059,0.821,0.532,0.001,0.243,8.018,6.02,0.03,5.192,0.191,0.011,0.375,0,0.118,1.642,0.266,0.001,0.243,13.846,6.02,1.98,3.212,0.03,0.191,0.011,0.375,0,0.118,1.642,0.266,0.001,0.243,13.846,3.756,0.098266766,0.948307206,-0.046573971,0.060702777
01A06A_12,01A06A_t-10,01A06A,5,44.3906,0.2372,33.6811,1.5925,0.0321,1.6322,0,0.5779,9.4747,1.334248877,0,0.4302,92.1039,0.181,91.923,0.739,0.003,0.33,0.022,0,0.041,0,0.009,0.101,0.034,0,0.023,1.478,0.006,0.991,0.022,0,0.041,0,0.009,0.101,0.069,0,0.023,2.728,11.919,0.048,7.993,0.179,0.004,0.327,0,0.075,0.811,0.553,0,0.183,8.066,5.96,0.024,5.329,0.179,0.004,0.327,0,0.15,1.623,0.276,0,0.183,13.871,5.96,2.04,3.288,0.024,0.179,0.004,0.327,0,0.15,1.623,0.276,0,0.183,13.871,3.817,0.085484106,0.983317771,-0.068801878,0.045657155
01A06A_13,01A06A_t-11,01A06A,5,44.6888,0.3809,32.5877,1.7309,0.0722,1.9491,0,0.444,9.8034,1.275526597,0.0022,0.5604,92.2214,0.236,91.985,0.744,0.005,0.32,0.024,0.001,0.048,0,0.007,0.104,0.033,0,0.029,1.488,0.01,0.959,0.024,0.001,0.048,0,0.007,0.104,0.066,0,0.029,2.721,12.028,0.077,7.752,0.195,0.008,0.391,0,0.058,0.841,0.53,0.001,0.238,8.085,6.014,0.039,5.168,0.195,0.008,0.391,0,0.116,1.683,0.265,0.001,0.238,13.878,6.014,1.986,3.182,0.039,0.195,0.008,0.391,0,0.116,1.683,0.265,0.001,0.238,13.878,3.761,0.102505083,0.941790163,-0.044295247,0.059625314
01A06A_14,01A06A_t-9,01A06A,5,44.3451,0.3323,33.9294,1.2841,0.0653,1.3456,0,0.5803,9.8815,1.064286266,0.0076,0.3283,92.1254,0.14,91.985,0.738,0.004,0.333,0.018,0.001,0.033,0,0.009,0.105,0.027,0,0.017,1.476,0.008,0.998,0.018,0.001,0.033,0,0.009,0.105,0.055,0,0.017,2.713,11.972,0.067,8.096,0.145,0.007,0.271,0,0.076,0.851,0.443,0.002,0.14,8.11,5.986,0.034,5.398,0.145,0.007,0.271,0,0.152,1.701,0.222,0.002,0.14,13.916,5.986,2.014,3.384,0.034,0.145,0.007,0.271,0,0.152,1.701,0.222,0.002,0.14,13.916,3.858,0.070508589,1.004371256,-0.074879845,0.035048429
01A06A_15,01A06A_t-8,01A06A,5,43.6088,0.4347,34.3911,1.1598,0.0443,1.1659,0,0.6446,9.5731,0.922694245,0,0.4471,91.5839,0.188,91.396,0.726,0.005,0.337,0.016,0.001,0.029,0,0.01,0.102,0.024,0,0.024,1.452,0.011,1.012,0.016,0.001,0.029,0,0.01,0.102,0.047,0,0.024,2.691,11.867,0.089,8.272,0.132,0.005,0.236,0,0.085,0.831,0.387,0,0.192,8.174,5.933,0.044,5.514,0.132,0.005,0.236,0,0.17,1.661,0.194,0,0.192,13.891,5.933,2.067,3.448,0.044,0.132,0.005,0.236,0,0.17,1.661,0.194,0,0.192,13.891,3.808,0.061175506,1.032189473,-0.093364978,0.048088695
